Drug_ID,Drug,Y,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,ExactMolWt,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,FractionCSP3,HallKierAlpha,HeavyAtomCount,HeavyAtomMolWt,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,MaxAbsEStateIndex,MaxAbsPartialCharge,MaxEStateIndex,MaxPartialCharge,MinAbsEStateIndex,MinAbsPartialCharge,MinEStateIndex,MinPartialCharge,MolLogP,MolMR,MolWt,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRadicalElectrons,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumValenceElectrons,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,RingCount,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,qed
247.0,C[N+](C)(C)CC(=O)[O-],0.0,3.5512529243669313,93.09201719290463,6.784457050376174,5.470816957614232,5.470816957614232,3.416502219436388,2.4196702335738483,2.4196702335738483,2.820446435486953,2.820446435486953,0.6034410938988374,0.6034410938988374,0.3872983346207416,0.3872983346207416,5.969305287951849,9.901064578912528,0.0,6.544756405912575,4.483030857694624,0.0,0.0,21.143015948031568,0.0,0.0,0.0,117.078978592,1.5,1.875,1.875,0.8,-0.5700000000000001,8.0,106.05999999999997,23.005390496014627,7.43,2.1320002271579725,5.43,49.12458049445445,9.888194444444444,0.5441156203540279,9.888194444444444,0.11831230041334989,0.0694444444444442,0.11831230041334989,-1.0023148148148142,-0.5441156203540279,-1.5574999999999983,27.906399999999987,117.14799999999998,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,48.0,14.384095436607153,6.544756405912575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.112321235983416,0.0,14.384095436607153,5.969305287951849,0.0,0.0,0.0,0.0,27.687772353944144,0.0,0.0,0.0,5.106527394840706,0.0,0.0,0.0,38.14010849959062,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,40.129999999999995,0.4189814814814814,0.0,9.888194444444444,9.888194444444444,0.0,-1.0023148148148142,0.0,0.0,0.0694444444444442,5.404166666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4104086183653024
298.0,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,0.0,2.821158149823159,480.20675753303044,15.284092571446669,10.070873269423847,11.582731161460758,9.362279762904677,5.48271598351556,6.355587544459529,3.8918314138637067,4.988096073409549,2.549103929777519,2.945495981288462,1.495665801296222,1.6216539589659646,34.41944964982841,20.0153828476781,0.0,5.687386274683562,5.563451491696996,0.0,24.26546827384644,0.0,0.0,5.316788604006331,28.30840717530574,322.01232684400003,1.35,1.9,2.3,0.36363636363636365,-1.4099999999999997,20.0,311.03599999999994,20854.00404623344,16.64379236148467,7.392954608862727,4.309031435917423,123.81547365578696,11.304786365163348,0.3941232075520646,11.304786365163348,0.26894513302429984,0.13230142983119153,0.26894513302429984,-1.3258233558702537,-0.3941232075520646,0.9089999999999998,72.56670000000003,323.13199999999995,3.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,3.0,9.0,0.0,6.0,0.0,0.0,0.0,110.0,15.529843393687743,6.103966387748303,4.836269690250055,0.0,11.594566004035068,0.0,14.908855452837393,0.0,0.0,0.0,23.20187978046503,17.696185628620217,12.13273413692322,17.57203384247855,1.0,19.930903022570906,34.7964457845001,0.0,5.316788604006331,0.0,16.98207690714632,6.606881964512918,39.94323803430901,0.0,0.0,5.316788604006331,5.687386274683562,0.0,23.20187978046503,38.52853805176152,4.794537184071822,10.114318268765572,11.6674178794453,24.26546827384644,0.0,0.0,0.0,112.70000000000002,0.0,10.701515153828765,19.911924964098485,31.946182154335563,0.16922162383471995,-0.7561620265390101,4.0536671005850895,-1.2529283194759382,-0.5511984284454523,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4090709280478973
338.0,O=C(O)c1ccccc1O,0.0,3.1529414466808685,254.78306142431708,7.560477932315068,5.112076558222283,5.112076558222283,4.71521405516327,2.728688009921516,2.728688009921516,1.8223016228423563,1.8223016228423563,1.134458362228448,1.134458362228448,0.6544892453505138,0.6544892453505138,5.969305287951849,4.794537184071822,0.0,11.3129633249809,0.0,0.0,12.13273413692322,12.13273413692322,0.0,0.0,10.213054789681411,138.031694052,1.3,1.9,2.3,0.0,-1.51,10.0,132.07399999999998,182.2382192735223,6.607785630153122,2.389632707443791,1.0748936229840518,57.54633483832936,10.26175925925926,0.507052890945198,10.26175925925926,0.33896908736073095,0.0671296296296291,0.33896908736073095,-1.1128703703703706,-0.507052890945198,1.0903999999999998,35.066100000000006,138.12199999999999,2.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,52.0,10.213054789681411,11.3129633249809,0.0,0.0,0.0,5.969305287951849,0.0,4.794537184071822,0.0,0.0,12.13273413692322,12.13273413692322,0.0,0.0,1.0,15.007591973753234,5.969305287951849,0.0,0.0,0.0,0.0,0.0,29.828919765543436,0.0,5.749511833283905,0.0,0.0,5.749511833283905,0.0,16.182360077633263,0.0,0.0,10.357988675768818,24.26546827384644,0.0,0.0,0.0,57.53,0.0,0.0,10.26175925925926,17.30574074074074,-0.0671296296296291,-1.3119444444444444,5.811574074074074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6102585058580265
444.0,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,0.0,2.784739067926244,381.76413832846157,12.344934982691242,10.17296410942122,10.928893055439676,7.293512317148133,5.369174125161716,5.7471385981709435,4.990623522420323,5.427059302892308,2.1519374104478235,2.387034513235562,1.6068132037424059,1.7971010518816062,0.0,4.794537184071822,0.0,17.364011027896243,10.586084805438322,0.0,0.0,24.26546827384644,27.694948798762496,5.316788604006331,11.600939890232516,239.107691876,1.375,2.0,2.5,0.46153846153846156,-0.86,16.0,221.60199999999995,2302.5953319902565,13.206050198150596,4.980637186859673,3.950731413547198,102.00064843080672,12.053441358024692,0.30264536022536415,12.053441358024692,0.17900807689284562,0.06706018518518553,0.17900807689284562,-0.20975308641975343,-0.30264536022536415,3.2993000000000023,68.13320000000003,239.746,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,88.0,5.316788604006331,0.0,5.783244946364939,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,23.733674027155736,39.827682935685715,16.12501005782167,6.041840829147961,1.0,4.794537184071822,17.384184836597456,0.0,5.316788604006331,0.0,39.275714880293805,0.0,34.85155307928476,0.0,0.0,5.316788604006331,0.0,0.0,11.600939890232516,17.364011027896243,0.0,0.0,38.05293747453131,24.26546827384644,5.022633313741326,0.0,0.0,29.1,0.0,5.85407392972621,12.053441358024692,3.835665627362056,0.5740261243386244,0.06706018518518553,6.83126523526077,0.0,7.9789119845469045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8204937720146613
681.0,NCCc1ccc(O)c(O)c1,0.0,2.864712197425543,247.8474159248874,8.267584713501616,6.118041830131515,6.118041830131515,5.236382105218448,3.4470491482696803,3.4470491482696803,2.361741814448036,2.361741814448036,1.4728378331132814,1.4728378331132814,0.8911847589051202,0.8911847589051202,0.0,0.0,0.0,11.49902366656781,12.965578028838586,5.563451491696996,12.13273413692322,6.06636706846161,0.0,0.0,15.946722266843596,153.078978592,1.1818181818181819,1.9090909090909092,2.4545454545454546,0.25,-1.2200000000000002,11.0,142.09299999999996,310.2236678728679,7.882249488752557,3.253808596667817,1.8475875859012925,65.08964554969491,9.035908919123205,0.5042598931005379,9.035908919123205,0.15716301740946287,0.08708333333333318,0.15716301740946287,-0.09187830687830667,-0.5042598931005379,0.5989999999999998,42.53000000000002,153.18099999999998,4.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,60.0,15.946722266843596,0.0,11.49902366656781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.06636706846161,30.6617636574588,0.0,0.0,1.0,10.213054789681411,0.0,0.0,0.0,5.733667477162185,6.4208216229260096,6.544756405912575,23.762552697081826,0.0,11.49902366656781,5.733667477162185,0.0,11.49902366656781,0.0,16.757811195593987,6.4208216229260096,0.0,5.563451491696996,18.19910120538483,0.0,0.0,0.0,66.48,0.0,0.0,0.0,17.966588246409675,6.237682350718065,-0.17896164021163985,4.712731481481482,0.7161111111111111,0.5458484504913076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.544872838506118
892.0,OC1C(O)C(O)C(O)C(O)C1O,0.0,2.7602520756252087,103.58797503894242,9.464101615137755,6.147383188137504,6.147383188137504,5.464101615137754,3.5491933384829673,3.5491933384829673,2.943554920379084,2.943554920379084,2.099462225655312,2.099462225655312,1.212125081135545,1.212125081135545,36.62379832648981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.63916436904423,180.063388104,0.3333333333333333,0.4166666666666667,0.5,1.0,-0.24000000000000002,12.0,168.05999999999997,416.3143647971509,9.845034013605442,3.249570651732814,1.3266768697071722,68.32353295945941,8.973703703703704,0.38749792699247004,8.973703703703704,0.1109871995971122,1.6403703703703705,0.1109871995971122,-1.640370370370371,-0.38749792699247004,-3.8346000000000005,36.040800000000004,180.156,6.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,1.0,0.0,1.0,72.0,30.63916436904423,36.62379832648981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.63916436904423,0.0,0.0,0.0,0.0,36.62379832648981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.26296269553404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.38000000000001,0.0,0.0,0.0,53.842222222222226,0.0,0.0,0.0,-9.842222222222222,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22695749910429205
978.0,Nc1ccc(C(=O)O)cc1,0.0,3.003400684579817,240.2879489264805,7.560477932315068,5.2422132319119505,5.2422132319119505,4.698377302757663,2.7877732826226422,2.7877732826226422,1.92716103233663,1.92716103233663,1.1576341775942978,1.1576341775942978,0.6256965600332277,0.6256965600332277,5.969305287951849,4.794537184071822,0.0,5.563451491696996,5.687386274683562,0.0,12.13273413692322,12.13273413692322,0.0,0.0,10.84019487200289,137.047678464,1.3,1.8,2.2,0.0,-1.5099999999999998,10.0,130.08199999999997,180.91251467537336,6.607785630153122,2.389632707443791,1.2539046385226678,58.09199178314606,10.271409674981104,0.4776392362026082,10.271409674981104,0.3351808337675886,0.2585185185185188,0.3351808337675886,-0.9305555555555556,-0.4776392362026082,0.9670000000000001,37.81370000000001,137.138,3.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,52.0,10.84019487200289,0.0,0.0,0.0,0.0,5.969305287951849,0.0,4.794537184071822,0.0,0.0,0.0,24.26546827384644,5.687386274683562,5.563451491696996,1.0,9.901064578912528,11.656691562635412,0.0,0.0,0.0,0.0,5.733667477162185,29.828919765543436,0.0,0.0,5.733667477162185,5.687386274683562,0.0,0.0,11.075832682792555,0.0,0.0,10.357988675768818,24.26546827384644,0.0,0.0,0.0,63.32000000000001,0.0,0.0,10.271409674981104,8.434890400604687,6.1664777021919885,-0.9305555555555556,6.057777777777778,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5665891872452881
988.0,CC(C)(CO)C(O)C(=O)NCCC(=O)O,0.0,4.050539880408987,238.6572029354464,12.06047793231507,8.85680798017687,8.85680798017687,6.808566297394197,4.594292184947289,4.594292184947289,3.983997544292212,3.983997544292212,2.034183075419303,2.034183075419303,0.8306619144438746,0.8306619144438746,23.395441874448437,14.69560176298435,0.0,19.5724599933515,0.0,0.0,13.847474399381248,0.0,0.0,5.316788604006331,10.213054789681411,219.110672644,1.4,1.9333333333333333,2.3333333333333335,0.7777777777777778,-1.1400000000000001,15.0,202.10099999999994,1165.540621343829,13.860000000000001,5.670840567860766,4.754859733976717,87.91439558328604,11.264922052154194,0.48118160473963634,11.264922052154194,0.3046328913984619,0.03498488284202583,0.3046328913984619,-1.3506528722600153,-0.48118160473963634,-1.0432999999999995,52.13610000000003,219.23699999999997,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,6.0,0.0,6.0,0.0,0.0,0.0,88.0,20.636370788528446,6.103966387748303,0.0,5.907179729351506,0.0,5.969305287951849,9.589074368143644,0.0,0.0,0.0,13.847474399381248,0.0,11.959746875309355,13.027703587438928,0.0,24.90865655266576,11.876485017303356,0.0,5.316788604006331,5.41499046939678,26.37226241005556,13.151638370425493,0.0,0.0,0.0,5.316788604006331,0.0,0.0,0.0,46.45167195999926,9.589074368143644,5.41499046939678,20.268296022307258,0.0,0.0,0.0,0.0,106.86,0.0,0.0,21.414848789052655,28.974628146783402,-0.9371955309901736,-1.6930479707315018,0.0,-1.547067979969766,2.704501212522046,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4560957521485702
1046.0,NC(=O)c1cnccn1,1.0,2.981454614041131,208.70290908206394,6.69023444431199,4.612076558222283,4.612076558222283,4.304530452640311,2.3630112147463533,2.3630112147463533,1.4549036664042256,1.4549036664042256,0.8156264001193423,0.8156264001193423,0.4263321406978211,0.4263321406978211,5.907179729351506,4.794537184071822,0.0,5.693927994848461,0.0,0.0,18.59053071483923,0.0,0.0,9.967957041894417,5.733667477162185,123.04326178,1.5555555555555556,2.3333333333333335,2.6666666666666665,0.0,-1.45,9.0,118.075,129.22533870330605,5.682450331125828,2.212180313039664,1.2183138294288087,51.73705399284308,10.320648148148148,0.36420935692148526,10.320648148148148,0.26840075469440844,0.19212962962962998,0.26840075469440844,-0.5526851851851851,-0.36420935692148526,-0.4245000000000001,30.549899999999997,123.11499999999998,2.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,46.0,5.733667477162185,5.693927994848461,0.0,0.0,5.907179729351506,0.0,9.77851570501903,4.9839785209472085,0.0,0.0,0.0,0.0,12.393687143226153,6.196843571613076,1.0,4.794537184071822,5.907179729351506,0.0,9.967957041894417,5.733667477162185,0.0,0.0,24.28445870968769,0.0,0.0,5.733667477162185,0.0,0.0,0.0,15.875136771245923,0.0,0.0,10.488465178920283,18.59053071483923,0.0,0.0,0.0,68.87,0.0,0.0,17.604444444444443,0.0,5.064444444444445,-0.5526851851851851,0.0,4.21712962962963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5507568071868295
1130.0,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,0.0,2.230916753508816,553.005593291334,13.120955864630139,10.550473823592217,11.366970404519943,8.613392202930193,5.767563958531536,6.64721676978643,4.161049814841195,5.100369865741347,2.854594441277382,3.9985373307010748,1.7667778339458633,2.750856101131986,0.0,0.0,0.0,6.606881964512918,24.60784530467354,11.257379486545457,4.877147193701299,17.533629449547814,19.358013672998627,14.53505668968577,10.84019487200289,265.11175858409,1.4444444444444444,2.2222222222222223,2.888888888888889,0.4166666666666667,-1.5299999999999998,18.0,248.22599999999997,14107.478825810707,12.914821755112781,5.409528799265306,2.6510031070491573,109.95661104659912,8.975182843084177,0.3959959313437732,8.975182843084177,0.22499599742970383,0.17771332163107045,0.22499599742970383,0.17771332163107045,-0.3959959313437732,0.60774,70.32420000000002,265.36199999999997,3.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,2.0,6.0,0.0,4.0,0.0,0.0,0.0,96.0,10.84019487200289,11.642267275834955,12.238684400761036,5.51053927361738,0.0,0.0,0.0,9.967957041894417,4.567099647791355,0.0,11.336785877934737,6.923737199690624,26.14828435874263,10.440598685398296,2.0,9.67362704263206,17.154648655769765,0.0,9.967957041894417,0.0,26.813052428219834,12.340549441675103,33.666314023477135,0.0,0.0,10.30076712495354,5.817862777835028,0.0,11.336785877934737,21.681366401248038,12.965578028838586,13.847474399381248,21.958931178246683,11.707382845230455,0.0,0.0,0.0,75.91,2.1111574074074073,1.650330189174435,9.52538165574872,8.975182843084177,10.004728284832453,1.2162669343576633,0.0,2.4691166435710086,4.714502708490803,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.79412732636072
